E_intercept,alpha_base
232890911672.0963,1.0115460244049398e-05
181191041539.8286,1.0757869067791909e-05
231648823979.27856,9.058003649620084e-06
240998710560.2066,9.442910151186031e-06
203498665338.90265,8.084697125852309e-06
220949169864.8092,8.055691980278752e-06
216953024476.26324,1.2313501025040407e-05
252543698212.59985,9.118489751178585e-06
181477912352.7578,6.683545610989573e-06
255735196000.8233,8.53306210370943e-06
190506744635.53467,9.462094559201622e-06
214472712162.7892,1.129049109414077e-05
230482556413.93604,1.0508354011357363e-05
239630618532.63013,8.100756046029664e-06
150685246199.48795,1.0758178663854998e-05
176100560916.07968,8.348625057015143e-06
247460618191.7145,1.055267525167804e-05
257299831002.8001,1.0685742528664243e-05
201512856416.7164,8.135021452832016e-06
194392494246.52744,1.159591539208846e-05
211924610291.28052,1.239405331527839e-05
223439185473.9125,7.877056043513007e-06
180975837461.6744,9.46143287854796e-06
253284405250.72318,9.35343005408656e-06
198613845680.9164,8.667432702470441e-06
188957527475.0149,6.630610078525992e-06
256747973697.93863,9.32085455239474e-06
201252215442.19617,1.186775152591715e-05
206425771551.8453,1.1047438339287035e-05
192243951742.3589,1.165367062367736e-05
147834718581.3844,9.68985045658204e-06
225223050014.5064,7.61481988733807e-06
166474074371.8858,7.73686740131515e-06
193237922251.43057,1.192939598402694e-05
146545564992.60815,1.219768838989998e-05
219292577893.40967,1.057916684345197e-05
153477119489.44855,9.04695857398326e-06
248358122368.5122,9.347876622025016e-06
163405541366.60986,7.917962732046065e-06
164590860882.88367,1.07805698397079e-05
246428543253.24945,9.586341288202254e-06
241368231305.8969,7.215853810224988e-06
202748175833.36197,1.1929159801724135e-05
214086871508.7488,9.054975601059576e-06
237082064505.2313,9.42341717862592e-06
176539536431.39548,9.420250156092851e-06
180732838044.1341,6.728790514743935e-06
171598034626.58035,8.91643749586977e-06
247982602482.0017,7.94650217179322e-06
220042269301.11096,8.290059754761693e-06
200514014055.0349,9.595431191356963e-06
168246511607.44452,1.1497156376078583e-05
177520113236.1127,9.62947249645839e-06
232269896763.8222,1.22883932724523e-05
189685462082.21057,1.2384734757823388e-05
237816028440.65228,9.287783063118452e-06
228581617029.15472,8.924703523502168e-06
233004118053.62387,8.016984331009294e-06
194933997300.06375,7.467975930378213e-06
229236443836.16205,8.157857029984722e-06
204262448800.63705,8.647982964118976e-06
206067592700.45093,8.05084494097276e-06
258023146880.4123,9.885857851318734e-06
167758333599.96866,8.771920587592303e-06
242351801584.74503,7.342184535438481e-06
207565213018.12637,1.1070156026921102e-05
236846566936.7628,1.2135580765937552e-05
251951720236.99744,1.007519568300426e-05
210792542858.4157,7.15478640964228e-06
199474027987.1465,1.1712333099096727e-05
228509361355.9392,7.477630417602875e-06
198262082603.5241,9.1042922747997e-06
197735057247.29413,1.0049557451154447e-05
205878947381.3134,1.1470867511849749e-05
159222049043.62726,1.2275622684151464e-05
252257965098.6219,1.134881753988168e-05
153192391198.56033,9.513654314178428e-06
208874762154.4268,6.644193861168895e-06
236083495577.2017,9.61502803857645e-06
194320228701.2061,7.846796426221182e-06
214756364189.7128,9.436972017055352e-06
206710289457.21625,8.989424379835918e-06
207426790240.1051,1.1135873701143342e-05
222229099038.57852,7.991461738597768e-06
185463532942.23468,9.78504973784364e-06
244393440974.3553,9.164763908229878e-06
222457217912.2169,8.258946911670301e-06
246316143545.74173,9.617894730879528e-06
189876182701.4525,7.813251270061239e-06
174492326171.99384,9.913225053892151e-06
202973053632.02432,7.96978324928299e-06
176566381485.42603,6.672049976695381e-06
258495032867.29523,1.0466902726602826e-05
189659304293.36685,9.610548386626946e-06
196233418298.93512,6.641104630848427e-06
191366355024.4192,6.811455903589331e-06
247655965395.90475,8.711284780656024e-06
155390482989.89978,7.551354013118035e-06
196349527900.8103,8.015554530324068e-06
215582508596.24323,1.1865430873415047e-05
168002414355.42133,1.112091107005084e-05
180506551911.4997,1.0872312539668249e-05
186639249988.10968,7.660201684646332e-06
146125486773.38757,8.409648852363576e-06
220990000961.36627,7.289403963186945e-06
181970391392.78143,1.2269939765522309e-05
151264035361.46777,7.528227716640142e-06
184550327915.57733,1.160921098992367e-05
184168976562.6204,9.999598556897493e-06
219556148358.19788,8.217380396379324e-06
189872033760.5349,1.1654428955517988e-05
210758726616.53305,1.1567578479194484e-05
252168357190.88187,7.540318519775241e-06
212410046581.24423,7.013257818079398e-06
216203763890.84705,7.528987696856455e-06
243720569155.24628,1.0972716795011973e-05
200609034076.96823,1.0632684413810462e-05
238947361368.9823,6.675866316486856e-06
239323286984.38733,1.1512594603063488e-05
235199231752.65128,1.0487697607579172e-05
152349725684.119,9.424695172777272e-06
219621240513.76483,1.1736598995633666e-05
231892426784.17728,1.1734636261886397e-05
258757059293.4695,6.963694832297452e-06
240055105196.13275,6.926828589767263e-06
221333658135.7732,1.0244804210144586e-05
200425356612.99808,9.446220354626263e-06
231725500257.03976,8.713329161694616e-06
243958828582.4743,9.753575091872149e-06
227150520743.03583,9.132501793568016e-06
201650414220.3325,6.901306004126785e-06
216084209822.49637,8.021071153175543e-06
227436862113.834,7.303131092649606e-06
203644177642.5908,1.1724198180892896e-05
231293298517.81653,9.718940963666391e-06
222365326804.012,1.1997614994653507e-05
190794567889.627,6.96341545708669e-06
159069502773.9906,1.034097453269709e-05
252250792716.51767,8.77497521114872e-06
244637021433.08145,9.362239527626438e-06
172952250236.04742,6.525743721198558e-06
210412947022.5301,7.103733674386271e-06
153385009878.05994,7.410974658944683e-06
162516480767.87936,1.226760130317496e-05
169300806155.495,1.02895824928807e-05
253724151106.8997,9.917205585328736e-06
255209368535.6761,7.438407551052904e-06
166649807062.2474,1.135099409700104e-05
180348264813.1036,7.973340083304713e-06
229711232536.6988,6.534258138110974e-06
235904923809.5709,8.606646463108732e-06
233534262229.14044,1.053915715965568e-05
201781402349.67545,1.0690320890831005e-05
146871876431.24463,8.48971958818347e-06
193129208820.70303,6.85341663839514e-06
162498690896.9592,9.51874321867181e-06
234042377244.74588,1.230398181239434e-05
205837101248.4367,8.281328372863261e-06
257548292536.3741,1.2288874702096924e-05
148303650728.82455,7.676737355482181e-06
192139920996.8437,8.48948517494244e-06
213700445241.78384,7.094954686652352e-06
187588727089.4568,1.1888340131523528e-05
239570939803.4751,8.552894916499597e-06
172777560680.28952,1.1203114266209964e-05
231766301800.22253,8.688582773708345e-06
194486630781.45575,1.1801745449874884e-05
147612005002.09586,6.533865542817109e-06
167783553478.03458,1.1606729229942075e-05
220218525059.23367,7.0093339239178935e-06
247647174251.91196,7.117391334772195e-06
256244815530.42413,9.450400937629132e-06
199738551843.49445,1.237176276029567e-05
186799056398.0968,6.936785638072462e-06
161329782891.36362,1.199715701823311e-05
250867683936.59595,9.108931376461488e-06
204745104228.2798,1.0103088929033382e-05
232232142309.3114,8.00609702784216e-06
161346765967.71378,1.1817252265198707e-05
253702973403.669,1.237865694781626e-05
226404295770.59027,7.147545620449798e-06
179491805406.69666,9.265677027579988e-06
179610678548.6259,7.526108387907718e-06
215803494862.14716,1.0531038414748672e-05
158647505415.33615,6.6144794400780735e-06
190922373559.3274,1.2175517132215584e-05
208011287665.1917,1.0653736292067592e-05
240700682075.6764,1.1079669723508886e-05
197652909489.9557,8.3051532899555e-06
209049742038.70264,9.53035006977201e-06
171614863925.52008,1.022086020505092e-05
153717550902.02072,8.621800764342216e-06
165573597859.86786,8.687433653614744e-06
157042304972.8632,7.374436217382677e-06
255685040513.7918,1.0125967320124002e-05
248017751634.822,1.198164169262338e-05
147410548354.30435,8.998295017896843e-06
229460534297.3545,9.450140938605144e-06
169722072426.87073,7.102179085050307e-06
177638807935.82953,1.1042200406635514e-05
196056031809.87317,1.1310113363790946e-05
169444043059.2787,8.700707676100623e-06
189656527031.9665,9.644720229758462e-06
227716805017.35464,1.1412862662110535e-05
236802199644.3269,7.997474907073868e-06
238688676378.7435,7.085208029972681e-06
173364382715.2122,1.0250563560541236e-05
158452882540.05603,9.076629335935018e-06
249914347188.5927,1.147878551574978e-05
184776749735.84827,1.0121544845363406e-05
251732070856.5,6.896812026240775e-06
154627965880.9993,1.1886622708912312e-05
196175921026.5904,1.233839393852908e-05
247034876394.3825,7.082698208315055e-06
177242272737.37137,9.026616755848288e-06
201274775057.4645,6.874368995322403e-06
258998560850.06595,1.1533969226902647e-05
188946962011.9496,7.308274617483452e-06
202742771986.68164,9.14457378086864e-06
173982646116.67178,7.757143890032602e-06
231378286685.32245,7.066627575032496e-06
226644936379.34595,7.123460071291233e-06
217509817066.9217,9.810877203287116e-06
182071475622.8997,7.741302218413778e-06
171328492203.7264,7.82940100126372e-06
244393217234.81357,9.488445019769753e-06
231539643374.3469,8.324565216382722e-06
193635144237.1437,7.3585859298173345e-06
195086744069.26373,1.025010091158673e-05
251293257837.9033,1.097328355140685e-05
221341221297.21927,1.216256052049868e-05
230413600761.0384,8.998753208813328e-06
181202916457.23364,1.030732397981855e-05
185307416960.56,1.0982609941128586e-05
180781448611.3248,1.1605648430859593e-05
259117432251.5785,9.276575656579012e-06
257013649597.41693,1.0058669699511967e-05
227349553106.7437,8.853137976595803e-06
214194612071.4898,1.0622838032476858e-05
157556577921.80362,1.0647813922867052e-05
158159419594.80566,9.238562727373466e-06
228854655059.46417,1.2452358831696814e-05
211919048344.7435,8.148802274657578e-06
168051555966.8827,9.312426489880184e-06
178316841824.47778,8.040878348350683e-06
243973350096.2553,8.157795325606466e-06
167314151912.1537,8.722043227695988e-06
178642950328.3639,1.043475918705535e-05
192860802981.14792,8.971351298246563e-06
194422538182.13144,9.69828248503891e-06
152214161343.0835,7.542879528404816e-06
202490746953.57065,1.1734213657097416e-05
236446141663.4721,7.73637221949381e-06
203228821107.704,8.562197861759922e-06
210912707570.888,6.592359685902879e-06
217017940905.0287,9.79146494767312e-06
247027266319.98376,9.795939572710808e-06
248671610474.9561,1.146166203050511e-05
220398677853.52094,7.227571579906631e-06
172032233668.24564,1.1713398498211085e-05
178018927529.29706,9.950340647869607e-06
196780369270.4099,6.818170308143574e-06
158997812878.48627,1.0032901149756583e-05
223372633276.6729,8.902095599064855e-06
203951383806.1166,7.82536797569672e-06
226206091143.44025,7.923130416220151e-06
211031109306.77496,7.542939061036622e-06
153161205790.09882,7.012976034281587e-06
244362190846.1869,6.624453373398587e-06
230502683271.3733,8.552221210056768e-06
209487297493.39417,8.04440192911407e-06
200322273928.6461,9.236174677600268e-06
242672198866.2921,1.1684644550004427e-05
257104307152.0037,1.1052208488504944e-05
242989868113.6273,1.1146229957962684e-05
197144974491.85605,1.1934321860296246e-05
258488802891.97092,1.143370588081498e-05
199333935196.99847,8.924562200440964e-06
241536093513.57465,1.162025011180479e-05
204106648357.42947,8.233830724074407e-06
194512389202.32227,1.046407567441395e-05
179831229848.54764,8.97888883570956e-06
232905959809.1609,1.126905469950492e-05
243051905949.2538,1.1105729641726578e-05
246967685270.4589,9.595058451618754e-06
247589658829.12683,1.0440647067706543e-05
239362860690.52325,7.855601736251418e-06
224820067505.72943,7.616149270593956e-06
188739730920.42343,1.1760905923546856e-05
213059487724.25452,8.57591436861284e-06
181189425295.8788,1.1379278412403064e-05
225472982473.97055,9.860731437176406e-06
200006701929.91916,1.022530907131297e-05
176023572192.09332,7.595164585059282e-06
226008096180.9493,9.363849552090816e-06
160959577032.38882,8.132711089472235e-06
209310366712.84195,9.670305114122607e-06
154698767130.61465,9.144117217149602e-06
181771001577.98187,9.935622882377308e-06
153899378551.39658,1.1503225057373094e-05
172954226642.1082,9.171350735244109e-06
193290409363.7501,9.082556690426726e-06
228020690693.40088,1.0246933892293211e-05
212850201824.2169,1.1950576771570402e-05
188693270105.12955,1.18733500177424e-05
225953779244.0601,1.1467211855847603e-05
219060512186.0492,8.198451357316999e-06
210529550400.0603,6.813472250855824e-06
226452330546.31616,8.058932350697728e-06
230595224948.16385,1.0823273064083434e-05
237564610959.4185,9.71105740586876e-06
217664446951.7769,7.655890729665736e-06
220997240828.01437,9.755862706568935e-06
202310408180.97632,7.12942614423144e-06
258063575487.30743,1.2146977248429149e-05
146943649491.55206,8.24426748448817e-06
228231683263.2613,7.808475859087534e-06
231715859664.54456,8.369974972214027e-06
200622288280.6328,1.0228975610782924e-05
225478289415.25995,8.300762651050597e-06
183254453273.86215,9.48135187021451e-06
148003777299.07095,9.208657277007847e-06
233645481046.46164,7.3608110330705456e-06
174011940637.21954,9.187636114782314e-06
246949340666.51547,6.607709925321702e-06
234514207823.6201,7.367476677321378e-06
218214672673.10477,1.0231124739858883e-05
254666839993.5588,9.23192975702e-06
202957530971.3348,6.951435348702622e-06
189299076699.55847,8.25156319484292e-06
153911503425.80157,8.609959293854315e-06
159616387075.9289,9.956524415093731e-06
150187443104.54172,9.09667414722782e-06
232035555720.6106,1.1885857024262849e-05
178142839947.03162,7.965734896926583e-06
199526352559.5122,1.004468408206483e-05
154201326866.92877,1.1712539920287416e-05
177487958993.6682,8.06618828731166e-06
179431635682.1135,1.055819869916744e-05
160060572360.2323,8.569973173950308e-06
218019799138.26367,8.41736225227053e-06
210020143094.40625,7.343246718592076e-06
182978291261.3917,8.875622403429235e-06
255961554291.547,7.923047935823519e-06
257863808817.21768,1.199697054975372e-05
199826269841.9989,9.796561827111038e-06
258653204483.567,9.373308625686424e-06
183539867191.813,8.517222548107967e-06
184403756200.92035,1.082846537147209e-05
249465818430.22424,9.387804958687717e-06
169181312577.74084,1.2218350592348271e-05
157025876140.6953,9.641132853313506e-06
148241387558.35156,1.0165251233183717e-05
248375017414.9717,9.8005469801832e-06
191566777108.6395,1.1639850233111897e-05
244403289013.0951,6.973320982969988e-06
246275681789.9184,7.863060228641072e-06
190636710751.60364,8.936134423925296e-06
215290181474.4576,1.1327466798730595e-05
216456809988.823,8.210081203151587e-06
225098128580.90207,9.060447101516074e-06
204633400579.46268,1.1142241213205391e-05
179901395847.42215,9.043596093184729e-06
159415855565.83658,6.546376152621176e-06
215202392462.8005,9.80010583605212e-06
234105298154.0132,1.0025166387456423e-05
239178701756.86276,1.2162171311509528e-05
179374011702.3169,9.616933938277255e-06
209072773136.58395,9.02618131258108e-06
259178105391.12183,1.2231714048404548e-05
152118924609.5591,9.372711721285547e-06
208431828566.15424,1.0319846380339398e-05
216051918650.22345,9.002369223511226e-06
220176043454.0269,6.861333918760871e-06
257983649457.5484,9.064256884172744e-06
203759068887.729,9.595010200081813e-06
147348331087.40945,9.427415936006067e-06
232861485460.20325,7.183053633437392e-06
247095533449.11035,1.039537140895679e-05
189076914202.4373,9.782984320739212e-06
156859531285.6911,1.048390131712314e-05
183066167918.7609,7.907282380376308e-06
193605538786.3337,6.875885592447039e-06
217519810796.19525,6.755151808948843e-06
193921021296.46027,7.1765194773714486e-06
255470234868.97012,1.1630833773585047e-05
249971426310.2464,1.070061852071755e-05
151211478746.9265,1.02449088494604e-05
244580947854.9286,9.667153516913456e-06
250802386481.32437,1.0614029930623317e-05
170511525250.41647,1.2255419084406493e-05
181254843460.3265,6.892261796683048e-06
227114839151.62384,1.172850867609204e-05
203891233477.40445,9.55542409637824e-06
178877750273.03708,8.580842342910881e-06
195388159112.4092,1.0513811096552933e-05
185206049052.7332,1.1672547915508692e-05
234581349279.3113,9.372186494459598e-06
211342709072.1419,1.1860930789627087e-05
252929970679.1201,8.191549747406269e-06
213956333738.79208,1.0049074696823616e-05
211352791466.1558,1.2226611679671825e-05
255747531249.72397,6.53120963732604e-06
176617179434.08228,8.156579186461117e-06
175873673535.92944,9.749512311193112e-06
198386615256.7859,7.700794024420466e-06
234016984394.24963,7.957879162464487e-06
221058973320.4125,9.1785028960458e-06
200493809769.5504,7.968246662135684e-06
231040308414.53973,1.0281520765144192e-05
198332769701.8036,8.02784392900053e-06
199128289702.61792,6.740533655352586e-06
188514491474.80905,6.535129125383325e-06
196638098904.71844,1.0355881447045568e-05
158684971122.85123,1.1315712594896094e-05
170635754358.3701,9.759645323037313e-06
201514993930.92203,6.668438383701465e-06
158367371780.7929,8.232266888945834e-06
183139673955.9726,7.98926335190238e-06
234925952381.31525,1.1475430371185512e-05
238074092545.26785,8.596760315968401e-06
217360890770.8504,1.1717683641715838e-05
204721137647.25928,8.307896488432775e-06
171747707969.7791,9.972778618678438e-06
169738871975.27316,8.805609000566494e-06
158647687610.7495,8.32688200497278e-06
245219520774.13904,1.2042124325960111e-05
230811238402.5733,1.222928692463798e-05
222217960233.2866,1.0243597796641924e-05
236897027950.46967,9.356961045771155e-06
153625896441.04764,8.872388149985348e-06
247303729144.68527,6.591168635497065e-06
251995818626.72623,1.0224144388998929e-05
196028885675.07825,1.0803586225044803e-05
148026021094.97824,8.18279104677695e-06
227132646371.5329,9.877241014882475e-06
245498152008.6178,1.1597047780971648e-05
147598207932.90604,1.170651790921469e-05
183638698882.6092,1.0433840076835346e-05
200693957361.75467,9.06948844081782e-06
183529199058.41092,8.889576928356562e-06
223904095853.53204,9.98563584278939e-06
166821312252.5004,8.073803369982626e-06
226659714965.5273,8.895789565394945e-06
228479067836.7584,1.0435875825543794e-05
192093040586.58905,9.752951859108051e-06
222756320777.92453,9.030878504024684e-06
213763754499.8724,7.640695950980643e-06
186355428358.6411,7.094726536018459e-06
212584369814.18323,7.770900197953613e-06
237714523965.8457,9.96325347667142e-06
214060911613.9565,7.037621043741805e-06
204701729064.08905,8.555753949056975e-06
172017514236.37354,8.638801618677597e-06
247595437763.21985,1.2021818495437352e-05
208670110731.05344,8.223482016744834e-06
217710173252.51648,1.14298592822083e-05
202198939997.3049,7.704919637592938e-06
178633733158.66983,1.032723058042028e-05
234810678006.1834,9.251485305519195e-06
184410876890.77243,9.144706174780294e-06
207706319748.3809,8.680476501583465e-06
148484846657.93637,1.1531690730098874e-05
231533808761.33652,1.1490956862991765e-05
155032832050.4646,9.74314240872207e-06
151248647060.77664,7.005303431249059e-06
178325171745.23578,6.977587667366186e-06
181058339815.7057,1.1272045493994788e-05
153364492289.39474,7.37810820716436e-06
242302044286.93112,9.2798078076848e-06
231206522329.4512,7.69091794681196e-06
147536751382.80725,1.0994524180532076e-05
248943816926.9553,8.277185606072899e-06
211631510330.2545,9.872400354218324e-06
236482844063.96216,9.60430356284563e-06
159341193741.56348,1.1452485378359912e-05
146662401431.44922,1.0161355568709331e-05
259018020190.90088,1.1080105580456652e-05
215875408473.5078,7.016208495079489e-06
220921038076.1599,7.1923527645612e-06
236730440368.52567,1.0135101880843175e-05
172095836559.85733,1.1470260104190658e-05
193095017019.41577,6.99008599328198e-06
208550683409.57712,1.016168890838299e-05
189997682478.5938,1.1871763117941272e-05
206532757704.8936,8.899179319042942e-06
249212939552.23065,1.1927986903528115e-05
169216126983.30496,7.210655816058343e-06
147855803580.71228,1.0370991279396364e-05
232034272349.9536,9.661952501593843e-06
192255389776.2829,8.57573375079599e-06
158654069916.40436,8.389184646448371e-06
211126271089.8284,7.343771360130154e-06
202232969306.47864,8.998895678571837e-06
186554325940.92776,1.0351493495776046e-05
234622764349.15308,1.052232054909346e-05
240623612663.5717,6.564219739387778e-06
238332408062.55548,8.031292702083023e-06
217486823605.6,1.06929558119233e-05
240136593332.8554,7.111616199373745e-06
191029899456.74905,8.315697067996599e-06
220376128259.4394,6.859567761461108e-06
220259968006.91595,9.17952729577555e-06
176559018211.98505,6.950275544971171e-06
161347627549.68625,1.208329581454544e-05
241791938867.7423,1.0990025231058736e-05
172378854118.87286,7.463787168449983e-06
197078341334.5629,9.806244680260798e-06
197685137051.24228,7.032700909454826e-06
224619716690.9724,7.652475788263106e-06
197771271332.4978,1.0866724150754546e-05
158468779338.97797,7.553500891600932e-06
193440234546.7593,1.1794066617589548e-05
252050339148.14224,1.05008351476282e-05
232333384975.422,6.535823559028944e-06
161463317513.118,1.1945817095457572e-05
176298628802.31342,9.980846489138215e-06
235508242156.7337,7.5679740547878596e-06
165547219406.27222,1.2040870059164733e-05
221859600880.72775,1.0975170256856508e-05
193374392245.0048,9.165666477090352e-06
179384413935.04004,7.071252377574818e-06
177925235379.2563,6.941429519891848e-06
168000753090.51172,9.74616559288697e-06
232560151392.2368,1.018355826505758e-05
156642941644.11432,8.064346730999534e-06
237530332726.57492,9.549594541497936e-06
156034805157.73285,1.0896793207456464e-05
197470214505.7644,8.222451391859275e-06
240068769918.9538,1.107599589056038e-05
180542138322.70435,1.0569934802423264e-05
251976966844.34103,8.078435550929854e-06
247788106607.60364,8.981484869817818e-06
222294337230.62048,9.99945934635045e-06
202416122681.11145,9.96044481927096e-06
202498694613.91443,9.04600974468046e-06
246084030990.08987,1.2117073859593862e-05
247919334866.0673,1.1605708609542724e-05
207746523574.47208,9.899656379492669e-06
224307293062.86456,7.350422142648953e-06
206260866209.32288,1.1621464551658076e-05
235423384346.91736,7.444835998841114e-06
254354399850.24548,7.761178172351097e-06
